,,,
20,0.2827338,0.8582,0.7403
30,0.3925854,0.6895,0.8022
40,0.2819098,0.8495,0.7913
50,0.2717468,0.7666,0.823
60,0.1003564,0.5723,0.8649
70,0.087635,0.4226,0.894
80,0.2313004,0.4448,0.8946
90,0.1035944,1.1178,0.8298
100,0.1215036,1.6941,0.7275
110,0.0800574,0.4734,0.9016
120,0.0046378,0.5055,0.8999
130,0.0556442,0.4969,0.9009
140,0.0243092,0.4875,0.9058
150,0.184114,0.9727,0.8442
160,0.0829746,3.7868,0.6378
170,0.0628624,0.493,0.9065
180,0.0034488,0.4494,0.9179
184,0.0117084,0.5333,0.907
186,0.055815,0.4659,0.9124
188,0.0227042,0.4646,0.9151
190,0.0183332,0.4994,0.9104
192,0.0582844,0.4646,0.9143
194,0.0017448,0.48,0.9135
196,0.1355342,0.5112,0.9084
199,0.0724402,0.4868,0.9135
201,0.0118784,0.4506,0.9175
203,0.0428806,0.4481,0.92
205,0.0102952,0.4395,0.92
207,0.0021636,0.4403,0.9191
209,0.0054092,0.4374,0.9207
211,0.0052362,0.4416,0.9199
213,0.0168414,0.4422,0.9203
215,0.0096252,0.4397,0.9206
217,0.0343274,0.4414,0.9195
219,0.0137564,0.4407,0.9214
221,0.0037512,0.4385,0.9205
223,0.1408994,0.8783,0.86
225,0.0863834,0.4692,0.9142
227,0.0036838,0.4554,0.9172
229,0.1850738,0.5502,0.9061
231,0.0042774,0.451,0.917
233,0.1599344,0.4585,0.9177
235,0.0378048,0.45,0.9182
237,0.0025198,0.441,0.9192
239,0.001711,0.4454,0.9198
241,0.0054764,0.4466,0.9176
243,0.0124996,0.4445,0.9172
245,0.0250514,0.4393,0.9182
247,0.040869,0.4563,0.9192
249,0.0032462,0.4589,0.9182
251,0.0009932,0.4522,0.9196
253,0.02901,0.5735,0.8975
255,0.0225386,0.5008,0.9136
257,0.0454786,0.4794,0.9118
259,0.0079346,0.5037,0.9104
261,0.040882,0.4533,0.9188
263,0.0441866,0.4648,0.918
265,0.0769212,0.4812,0.9163
267,0.0665544,0.5129,0.9128
269,0.0146722,0.4769,0.9162
271,0.080198,0.713,0.8835
273,0.0742516,0.6766,0.8916
275,0.0335102,0.4655,0.9155
