1.6351236,1.5856,0.4173
1.4532274,1.3628,0.4997
1.4947814,1.3556,0.5154
1.3518402,1.2684,0.5448
1.5184422,1.2298,0.5698
1.3197548,1.2057,0.57
1.4785302,1.2116,0.566
1.7464054,1.2025,0.5681
1.3867126,1.1697,0.5915
1.3527374,1.2287,0.57
1.2444534,1.0826,0.6154
1.4402538,1.2074,0.575
1.4435594,1.1136,0.604
0.993369,1.1706,0.5839
1.0913782,1.1171,0.608
1.2158628,1.1072,0.6159
1.2022364,1.2938,0.5458
1.3880336,1.1339,0.5937
1.3281024,1.0696,0.6231
1.0886364,1.0889,0.6247
1.2555272,1.0579,0.6274
1.2261138,1.0443,0.6351
1.2143018,1.0683,0.6233
1.0475774,1.1202,0.5998
1.1118566,1.131,0.6016
1.2176834,1.217,0.5886
1.2968998,1.0957,0.6144
1.0990472,1.0822,0.6202
1.1558222,1.1475,0.605
0.9667492,1.1806,0.5857
1.121137,1.0711,0.6213
1.0833078,1.0638,0.6289
1.1613782,1.0781,0.6182
0.968585,1.0622,0.6265
1.1132422,1.0216,0.6441
1.0296496,1.1845,0.5884
1.3146694,1.1144,0.6047
1.1223244,1.0146,0.6441
1.0306392,1.152,0.6004
1.0304234,1.042,0.6328
1.3447752,1.0114,0.648
1.2511766,1.0463,0.6279
1.2407806,0.9882,0.6547
1.0502536,1.0531,0.6286
1.0081034,1.0466,0.6298
1.1100896,1.0858,0.6146
1.1100994,1.0582,0.636
1.003082,1.0179,0.6418
1.0888738,0.9962,0.6513
1.1213604,1.014,0.6398
1.0514274,1.0041,0.6492
1.2471296,1.0018,0.6467
1.1142792,1.0647,0.6262
1.070953,0.9952,0.6508
1.213502,1.0198,0.6375
1.0257694,1.0583,0.6293
1.1300984,1.0787,0.6164
1.3031458,1.0365,0.642
0.9011932,1.0371,0.6394
0.9704176,1.0126,0.6379
1.1108368,0.9485,0.667
1.4255204,0.9439,0.6727
1.1538462,0.9415,0.6713
1.1311952,0.9465,0.668
1.033135,0.9408,0.6716
1.0707346,0.9415,0.6702
1.0518658,0.9457,0.6674
1.2245858,0.9494,0.6662
0.9857776,0.9408,0.6712
1.017439,0.9357,0.6727
1.123502,0.9388,0.6719
1.0851562,0.9383,0.6736
1.0643584,0.9407,0.6714
0.9409408,0.9417,0.6738
0.808001,0.9386,0.6736
0.9875392,0.9374,0.6743
1.0624786,0.9374,0.6724
1.05654,0.9371,0.6736
1.1181322,0.9354,0.6737
1.1818898,0.9376,0.6717
1.2954928,0.9346,0.6741
1.0433336,0.9384,0.6703
1.064382,0.9364,0.6699
1.106133,0.941,0.6716
1.0800214,0.9359,0.6742
1.2295282,0.943,0.6697
1.1104108,0.9332,0.6751
0.8922752,0.9388,0.6703
0.9890742,0.9357,0.6732
1.0413902,0.9333,0.6752
0.9279304,0.9336,0.674
1.2811766,0.9377,0.6705
0.9774048,0.9354,0.6711
1.2788584,0.9333,0.6726
1.3407612,0.9354,0.6745
1.0870696,0.9343,0.6734
1.1762088,0.9351,0.6727
1.037076,0.9333,0.6743
1.1939502,0.9349,0.673
1.0020576,0.9358,0.6735
1.1621504,0.9375,0.6707
0.7169934,0.9356,0.6732
1.126914,0.9338,0.6748
1.3945316,0.9337,0.6747
1.217443,0.9341,0.6751
1.208432,0.9309,0.6755
1.2265492,0.9315,0.6748
0.9875438,0.9341,0.6746
1.053647,0.9314,0.6749
1.1297726,0.9336,0.6737
0.9286066,0.9332,0.6757
0.9731966,0.9332,0.6762
1.1557466,0.932,0.6757
1.2106742,0.9349,0.6753
1.054769,0.9336,0.6743
1.1853218,0.9304,0.6746
0.9102808,0.934,0.6747
1.0633326,0.9324,0.6741
0.9417166,0.9347,0.6738
0.8975276,0.9312,0.6743
1.0274116,0.9297,0.6744
0.9318056,0.9321,0.6743
1.033032,0.9323,0.675
0.9710652,0.9339,0.6739
0.9958828,0.9335,0.6746
1.3232384,0.935,0.6733
1.0727818,0.9309,0.6755
1.1758968,0.9345,0.6733
1.0221852,0.9349,0.6733
1.1985586,0.932,0.6751
1.1857874,0.9322,0.6738
1.239376,0.9323,0.6731
1.1535508,0.9312,0.6752
1.390468,0.9339,0.6735
1.1189386,0.9307,0.6738
1.0552392,0.9294,0.676
0.983834,0.9333,0.6748
1.0364072,0.9305,0.6739
1.1026722,0.9297,0.6741
1.2610954,0.932,0.6763
1.1316624,0.9323,0.6732
1.268939,0.9324,0.6735
1.0426256,0.9313,0.6756
1.3764362,0.9317,0.6748
0.762407,0.9293,0.6754
1.0684492,0.9317,0.6754
1.0955192,0.9321,0.6744
1.065345,0.9323,0.6756
1.0423822,0.9319,0.6752
1.1085054,0.9294,0.675
0.9559978,0.9333,0.6742
1.074872,0.9321,0.6741
1.1144144,0.9332,0.6722
1.053817,0.9339,0.6737
0.8272178,0.9339,0.6734
1.3244314,0.9331,0.6733
0.8906458,0.9321,0.6744
0.9305634,0.9321,0.6722
1.1339984,0.9319,0.6749
0.922151,0.9336,0.6722
1.3491278,0.9331,0.6719
1.0746324,0.9323,0.6737
1.2694972,0.9317,0.6757
0.9593504,0.9333,0.675
1.292151,0.9309,0.6726
0.9493272,0.9337,0.6721
1.1665646,0.9314,0.6741
1.0199128,0.9296,0.6756
1.1118724,0.9294,0.6749
1.277262,0.9318,0.6765
1.0088178,0.932,0.6735
0.9866182,0.9305,0.675
1.3521648,0.9322,0.675
1.07259,0.9325,0.675
1.2792694,0.9336,0.6747
1.0330556,0.934,0.6737
1.0216044,0.9311,0.6756
1.0703676,0.9303,0.6739
0.886863,0.9317,0.6734
0.9888076,0.934,0.6728
1.0745654,0.9303,0.6743
0.9976866,0.932,0.6745
0.846737,0.9309,0.6757
0.9904696,0.9312,0.6746
1.1101102,0.932,0.6749
1.1401006,0.9293,0.6744
1.1314846,0.9292,0.6746
0.8375458,0.9325,0.6736
1.155233,0.9318,0.6748
1.3809724,0.9309,0.6761
1.0353698,0.9296,0.6739
0.9911394,0.9356,0.6718
1.0441222,0.93,0.6751
1.0755796,0.9308,0.6749
1.2568658,0.931,0.6745
1.2716998,0.9292,0.675
1.4363072,0.9308,0.6719
1.192546,0.9293,0.6743
1.0559156,0.9291,0.6756
1.0659772,0.9325,0.6728
