1,2.1188936,1.999,0.2752
2,2.0059462,1.9105,0.3176
3,2.0321346,1.8242,0.3642
4,1.6951216,1.7306,0.384
5,1.8446574,1.6097,0.4244
6,1.5267112,1.6286,0.4149
7,1.556848,1.5302,0.4477
8,1.5047572,1.5382,0.4489
9,1.586303,1.4821,0.4755
10,1.5934082,1.416,0.4916
11,1.4765252,1.3855,0.5045
12,1.52065,1.3722,0.5058
13,1.4087568,1.3718,0.5118
14,1.4461934,1.351,0.512
15,1.3238784,1.3862,0.5097
16,1.3507634,1.3256,0.5297
17,1.4625978,1.311,0.5347
18,1.2964352,1.2969,0.5394
19,1.4245726,1.2757,0.5466
20,1.4746442,1.2667,0.553
21,1.5221,1.2562,0.5513
22,1.1769942,1.251,0.554
23,1.4868616,1.2496,0.5554
24,1.4438842,1.223,0.5713
25,1.305772,1.2214,0.5634
26,1.2851092,1.2188,0.5677
27,1.2989716,1.1879,0.5791
28,1.179126,1.1764,0.5896
29,1.4654524,1.2263,0.5636
30,1.09642,1.2064,0.5716
31,1.3850804,1.1534,0.5953
32,1.2572022,1.1556,0.5923
33,1.5620838,1.1453,0.5995
34,1.102739,1.1489,0.5916
35,1.2301044,1.1707,0.59
36,1.1698234,1.1504,0.596
37,1.2284474,1.1546,0.6024
38,1.3212536,1.1425,0.6069
39,1.1767194,1.1285,0.606
40,1.160108,1.1217,0.6122
41,1.0845338,1.1149,0.6084
42,1.2107674,1.0884,0.6218
43,1.0450902,1.1203,0.6065
44,1.4393038,1.0999,0.6112
45,1.0572988,1.0896,0.6274
46,1.052897,1.0969,0.6157
47,1.2044436,1.0807,0.622
48,0.9511556,1.079,0.6266
49,1.1090924,1.0716,0.6285
50,1.1198484,1.1175,0.6074
51,1.2477036,1.0763,0.6294
52,1.2569662,1.0681,0.6333
53,1.1438126,1.0645,0.6283
54,1.0770238,1.0681,0.6318
55,1.2463444,1.0736,0.6301
56,1.1783662,1.0608,0.6319
57,1.1196102,1.0553,0.6298
58,1.1150742,1.0599,0.6362
59,1.1942044,1.0581,0.6318
60,1.332541,1.0342,0.643
61,1.069625,1.0537,0.634
62,1.1756086,1.0484,0.638
63,1.2761254,1.0575,0.635
64,1.0040124,1.0298,0.6448
65,1.1789614,1.0517,0.6369
66,1.2839084,1.0922,0.6183
67,1.0190214,1.0693,0.629
68,1.1079494,1.027,0.649
69,1.3402246,1.0619,0.6302
70,1.1110016,1.0263,0.6451
71,1.0344818,1.0513,0.6344
72,1.100682,1.0463,0.6368
73,1.2825988,1.0455,0.6403
74,0.9862968,1.0463,0.6394
75,1.1849032,1.0131,0.6548
76,1.0105028,1.0585,0.6323
77,1.2311628,1.0208,0.6501
78,1.132932,1.0222,0.6418
79,1.2127876,1.0145,0.6482
80,1.1579382,1.0133,0.6492
81,1.1092496,1.0146,0.6522
82,0.9720008,1.0137,0.6427
