73,1.1061756,1.161,0.5911
74,1.062918,1.0384,0.638
75,1.2216006,1.1631,0.5949
76,1.0893792,1.0078,0.646
77,0.9730762,0.9936,0.654
78,1.1165318,1.0454,0.6321
79,1.1445642,1.0267,0.6359
80,1.0259246,1.0388,0.6349
81,1.1396172,1.1333,0.5999
82,1.02474,1.0244,0.6383
83,1.3632056,1.076,0.6263
84,0.9773148,1.0813,0.6169
85,1.3297668,1.0111,0.644
86,1.1373434,1.0127,0.6468
87,1.3743838,1.04,0.6344
88,1.2396892,1.0668,0.6208
89,1.0575554,1.1565,0.5905
90,1.3114512,0.9974,0.6526
91,1.2044642,0.997,0.6492
92,1.1779476,1.0869,0.6209
93,1.0880978,0.9998,0.6464
94,1.1473902,1.0103,0.6463
95,1.1787506,1.036,0.64
96,1.1467748,1.0197,0.6447
97,1.2220122,1.0554,0.6277
98,1.1747486,1.0561,0.6305
99,1.2660882,1.1076,0.6133
100,1.2009356,1.1171,0.6082
101,1.1127076,1.0614,0.6213
102,1.5132038,1.0236,0.6442
103,1.2980276,1.0559,0.624
104,1.111871,0.9808,0.6579
105,1.0029766,1.0127,0.6406
106,1.0430008,1.0946,0.61
107,1.2379698,1.0343,0.6347
108,1.0551926,1.1354,0.5949
109,1.031782,0.9794,0.6569
110,1.1613792,1.0777,0.6156
111,1.3074672,1.0083,0.6537
112,1.1574814,1.0362,0.6362
113,1.3214602,0.9927,0.6578
114,1.1305246,0.996,0.6511
115,1.2555576,1.0259,0.641
116,1.271572,1.0859,0.6145
117,1.1355524,1.0563,0.6264
118,0.978173,1.0238,0.6373
119,1.1138604,1.0402,0.6417
120,1.2017784,0.9956,0.652
121,0.9694622,1.0053,0.6461
122,1.186579,1.0274,0.6358
123,1.1390224,1.0117,0.6416
124,1.069384,1.1971,0.5782
125,1.1838262,1.0429,0.6398
126,0.932552,1.0026,0.6498
127,1.193198,1.0091,0.6458
128,1.0463934,1.0018,0.6466
129,1.2279612,1.0485,0.6288
130,1.0313956,1.0487,0.6387
131,1.0800792,1.0661,0.6235
132,1.2008698,1.1808,0.6007
133,0.9743788,1.0281,0.6464
134,1.278951,1.0638,0.6218
135,0.9985874,1.0329,0.6448
136,1.0949548,1.1131,0.6081
137,1.2329638,0.9983,0.6458
138,1.031571,1.0017,0.6466
139,1.4525396,1.0712,0.6216
140,1.231934,1.0236,0.6383
141,1.3046792,1.008,0.6422
142,1.1867544,1.1281,0.5952
143,1.3567582,1.0249,0.6406
144,1.1974762,1.0352,0.6398
145,0.8550914,0.996,0.6493
146,0.9710182,1.0058,0.6493
147,1.0142254,1.0332,0.6346
148,1.113732,1.0413,0.6314
149,1.023281,1.0188,0.6457
150,1.0666436,1.0953,0.6247
151,1.2435212,0.9818,0.6559
152,1.1383524,1.0167,0.6471
153,1.2635852,1.1136,0.6065
154,1.2676442,1.1295,0.6094
155,1.076216,1.01,0.6521
156,1.3006698,1.0607,0.6228
157,1.1050026,1.009,0.6431
158,1.0327184,1.1574,0.5876
159,1.2865988,1.0538,0.631
160,1.1521558,1.0658,0.6189
161,1.2613528,1.1037,0.6101
162,0.8669948,1.0469,0.6294
163,1.1539844,1.0347,0.6363
164,1.183215,0.9927,0.6542
165,1.1943008,1.038,0.6329
166,1.000157,1.0921,0.6171
167,1.079221,0.9846,0.6593
168,1.2461308,1.086,0.6167
169,1.22723,1.0712,0.6308
170,1.2958352,1.0243,0.6336
171,1.157338,0.9839,0.6563
172,1.0585974,1.0342,0.6352
173,1.15151,1.0399,0.6283
174,1.138408,1.0496,0.6302
175,0.969087,1.0082,0.6475
176,1.203747,0.9885,0.6583
177,0.9986352,1.0341,0.6402
178,1.060823,1.0647,0.6302
179,1.0719812,0.983,0.659
180,1.2285482,1.1127,0.6072
181,1.0834464,1.2146,0.5724
182,1.2633402,1.0027,0.6525
183,1.0332526,1.0339,0.6398
184,1.0216746,0.9942,0.6476
185,1.1475492,0.993,0.6513
186,1.2090086,1.0414,0.6302
187,1.0875276,1.0467,0.6334
188,1.01515,1.0903,0.618
189,1.1066142,1.0084,0.6493
190,1.327681,1.0459,0.6384
191,1.1998448,1.0195,0.645
192,1.3512908,1.1602,0.5943
193,1.2667608,1.0224,0.6398
194,1.1990818,1.0373,0.6383
195,1.0638234,0.9999,0.6541
196,1.2680132,0.9857,0.6535
197,1.2171118,1.0381,0.6296
198,1.3295234,1.0986,0.6069
199,0.9738008,0.9642,0.6606
200,0.9355598,1.0027,0.6503
