1,2.1358514,1.9728,0.271
2,1.891371,1.9257,0.2818
3,1.5478824,1.7509,0.3439
4,1.8253232,2.2572,0.2996
5,1.5199684,1.5636,0.4398
6,1.469277,1.614,0.3937
7,1.6295186,1.4506,0.4745
8,1.5559862,1.6812,0.3956
9,1.617269,1.3786,0.5063
10,1.5625352,1.9643,0.3504
11,1.4520262,1.5867,0.4307
12,1.4679504,1.6281,0.4304
13,1.4930522,1.4848,0.453
14,1.495271,1.4359,0.488
15,1.3024876,1.6192,0.443
16,1.2319822,1.343,0.5137
17,1.6189588,1.8321,0.4155
18,1.1619018,1.4601,0.4705
19,1.5834486,1.7416,0.4109
20,1.4219792,1.6122,0.4261
21,1.1604536,1.1569,0.5884
22,1.299233,1.1503,0.5926
23,1.4658476,1.1572,0.5865
24,1.3253016,1.1476,0.5925
25,1.5403914,1.1572,0.5886
26,1.273442,1.1424,0.5951
27,1.4573574,1.1446,0.5917
28,1.2171742,1.1786,0.5788
29,1.2630032,1.1403,0.5961
30,1.3691324,1.1391,0.5967
31,1.2231178,1.1386,0.5978
32,1.3887968,1.1389,0.5956
33,1.340225,1.1338,0.6
34,1.1724164,1.1325,0.5989
35,1.4363908,1.1325,0.6001
36,1.31835,1.133,0.598
37,1.3634198,1.1345,0.5974
38,1.1954236,1.1449,0.5944
39,1.3908954,1.133,0.6012
40,1.0586446,1.1242,0.5996
41,1.3963846,1.1251,0.6024
42,1.2876494,1.137,0.5948
43,1.4333962,1.1371,0.5956
44,1.1384514,1.1432,0.5922
45,1.3448768,1.1556,0.5908
46,1.3657564,1.1282,0.6002
47,1.2626188,1.1195,0.6036
48,1.1700398,1.1248,0.6017
49,1.1937524,1.1203,0.5991
50,1.3640864,1.1334,0.5984
51,1.0386684,1.1237,0.6012
52,1.143719,1.129,0.5981
53,1.0473458,1.1323,0.5999
54,1.3201884,1.1301,0.5962
55,1.4338242,1.1223,0.6033
56,1.2492958,1.1155,0.6044
57,1.3296976,1.1199,0.6009
58,1.1599228,1.1202,0.6022
59,1.1662454,1.1178,0.6008
60,1.130009,1.1104,0.6074
61,1.057096,1.119,0.6026
62,1.3283512,1.1287,0.5963
63,1.2402534,1.1001,0.6132
64,1.2614898,1.1769,0.5785
65,1.0179272,1.0979,0.6103
66,1.2309122,1.1368,0.595
67,1.1849184,1.1146,0.6036
68,1.0581696,1.1243,0.596
69,1.0655052,1.138,0.5919
70,1.1845098,1.0954,0.6102
71,1.0925572,1.1228,0.5987
72,1.2756236,1.1036,0.61
73,1.1411962,1.1108,0.6067
74,1.097096,1.1001,0.6066
75,1.215922,1.1319,0.594
76,1.0760836,1.1012,0.6084
