1.604149,1.544650,1.934549,1.484678,1.607592, 1.5856,0.4173
1.579848,1.583004,1.596152,1.102986,1.404147, 1.3628,0.4997
1.470042,1.800005,1.804869,1.253702,1.145289, 1.3556,0.5154
1.244596,1.201346,1.455967,1.251122,1.606170, 1.2684,0.5448
1.758067,1.375997,0.981264,2.078517,1.398366, 1.2298,0.5698
1.076861,1.880706,1.153077,1.291170,1.196960, 1.2057,0.5700
1.179683,1.431077,1.965938,1.215651,1.600302, 1.2116,0.5660
2.182283,1.199819,1.736225,2.207252,1.406448, 1.2025,0.5681
1.553323,1.235750,1.769608,1.278515,1.096367, 1.1697,0.5915
1.106766,1.130463,1.590403,1.284790,1.651265, 1.2287,0.5700
0.761837,1.118197,1.554106,1.284096,1.504031, 1.0826,0.6154
1.116254,1.794602,1.516825,1.705015,1.068573, 1.2074,0.5750
1.530420,1.170514,1.539464,1.779747,1.197652, 1.1136,0.6040
1.173558,1.176519,0.625466,0.913455,1.077847, 1.1706,0.5839
1.009962,1.346222,0.933143,0.675134,1.492430, 1.1171,0.6080
1.097154,1.153313,1.346687,1.491151,0.991009, 1.1072,0.6159
1.129989,1.063097,1.290524,1.036957,1.490615, 1.2938,0.5458
1.274303,1.660544,1.679475,1.074761,1.251085, 1.1339,0.5937
1.200455,1.361952,1.320593,0.870801,1.886711, 1.0696,0.6231
1.326661,0.864325,0.984604,1.401503,0.866089, 1.0889,0.6247
1.913291,1.132558,1.098605,1.332593,0.800589, 1.0579,0.6274
1.249008,1.111512,1.326687,1.736272,0.707090, 1.0443,0.6351
1.586917,1.016678,1.032145,1.234547,1.201222, 1.0683,0.6233
0.848244,0.891833,1.296482,0.989352,1.211976, 1.1202,0.5998
1.250817,1.122594,1.186167,0.714072,1.285633, 1.1310,0.6016
0.640081,1.793591,1.224223,1.146549,1.283973, 1.2170,0.5886
0.811985,1.641373,1.733493,1.144862,1.152786, 1.0957,0.6144
0.642424,1.115753,0.942120,1.861155,0.933784, 1.0822,0.6202
1.397264,1.271896,1.080299,1.086572,0.943080, 1.1475,0.6050
0.668783,1.401835,0.863822,1.149094,0.750212, 1.1806,0.5857
1.011312,0.975867,0.935654,1.536658,1.146194, 1.0711,0.6213
1.070034,1.210160,1.033082,0.860995,1.242268, 1.0638,0.6289
0.883259,1.462938,1.091206,1.154177,1.215311, 1.0781,0.6182
0.860300,0.908258,0.793002,1.171494,1.109871, 1.0622,0.6265
0.828586,0.944977,1.487310,1.002387,1.302951, 1.0216,0.6441
0.930756,1.232871,0.920733,0.760487,1.303401, 1.1845,0.5884
1.203620,1.422521,1.420475,1.358382,1.168349, 1.1144,0.6047
0.843459,1.269422,1.548597,0.879428,1.070716, 1.0146,0.6441
1.131778,1.048112,0.862849,0.938740,1.171717, 1.1520,0.6004
0.924544,0.987386,1.269515,1.233768,0.736904, 1.0420,0.6328
1.126725,1.665373,0.969882,1.462999,1.498897, 1.0114,0.6480
0.927967,1.208658,1.186455,1.403884,1.528919, 1.0463,0.6279
1.136888,1.037193,1.458273,1.122241,1.449308, 0.9882,0.6547
0.731037,1.564417,0.747319,1.234335,0.974160, 1.0531,0.6286
0.686527,0.913477,1.079207,0.994256,1.367050, 1.0466,0.6298
1.008188,1.207676,1.169452,1.509783,0.655349, 1.0858,0.6146
1.415217,1.314621,0.770907,1.315208,0.734544, 1.0582,0.6360
0.931547,0.872784,1.304171,0.921576,0.985332, 1.0179,0.6418
0.516584,1.440984,1.123764,1.254907,1.108130, 0.9962,0.6513
1.104542,1.174582,0.807705,1.373663,1.146310, 1.0140,0.6398
1.229533,1.211235,0.779517,1.340028,0.696824, 1.0041,0.6492
0.943270,1.891093,1.589799,1.171050,0.640436, 1.0018,0.6467
1.524458,0.983882,1.239637,0.753618,1.069801, 1.0647,0.6262
0.912540,0.626474,0.894552,1.265487,1.655712, 0.9952,0.6508
1.521891,1.431008,0.998840,1.080031,1.035740, 1.0198,0.6375
1.150335,1.580142,0.967873,0.610316,0.820181, 1.0583,0.6293
0.977661,1.008871,1.185096,1.487530,0.991334, 1.0787,0.6164
1.340317,0.763752,1.280069,1.166772,1.964819, 1.0365,0.6420
1.129972,0.995081,0.613103,0.709428,1.058382, 1.0371,0.6394
0.939826,0.794445,1.184607,1.171721,0.761489, 1.0126,0.6379
1.258237,1.068870,1.138453,1.110193,0.978431, 0.9485,0.6670
1.101713,1.647691,1.288974,1.909225,1.179999, 0.9439,0.6727
1.482809,1.215118,0.800714,0.977588,1.293002, 0.9415,0.6713
0.931307,0.891259,1.721640,0.929060,1.182710, 0.9465,0.6680
1.257593,1.015629,1.133192,0.617482,1.141779, 0.9408,0.6716
1.643888,0.910096,0.911874,1.314361,0.573454, 0.9415,0.6702
0.942707,0.917744,0.890618,1.382328,1.125932, 0.9457,0.6674
0.840057,1.242069,1.408204,1.044348,1.588251, 0.9494,0.6662
1.019428,0.868866,1.156748,0.973695,0.910151, 0.9408,0.6712
1.049709,1.446024,0.640508,0.964696,0.986258, 0.9357,0.6727
1.013130,1.006631,1.428953,0.848358,1.320438, 0.9388,0.6719
0.909862,1.135141,1.226574,1.461566,0.692638, 0.9383,0.6736
0.850304,1.039819,1.634226,0.960283,0.837160, 0.9407,0.6714
0.809319,0.916113,0.823692,1.054768,1.100812, 0.9417,0.6738
0.945721,0.816532,0.621368,1.096985,0.559399, 0.9386,0.6736
1.105980,0.919820,1.086586,0.978814,0.846496, 0.9374,0.6743
0.946561,0.950438,1.054343,0.888418,1.472633, 0.9374,0.6724
1.137036,0.989249,0.914098,1.244515,0.997802, 0.9371,0.6736
0.794868,1.163937,0.589545,1.656693,1.385618, 0.9354,0.6737
1.106208,1.812154,1.126438,1.299879,0.564770, 0.9376,0.6717
1.172726,1.421733,1.060503,1.457159,1.365343, 0.9346,0.6741
0.937199,1.081631,1.369934,1.025479,0.802425, 0.9384,0.6703
1.073242,0.907767,1.143616,0.865663,1.331622, 0.9364,0.6699
1.021276,1.431113,1.178113,1.033862,0.866301, 0.9410,0.6716
1.003345,1.315792,0.865509,1.280038,0.935423, 0.9359,0.6742
1.184685,1.430525,1.395693,1.094774,1.041964, 0.9430,0.6697
1.194264,1.558127,0.668823,1.131640,0.999200, 0.9332,0.6751
0.804660,0.763438,0.974544,0.729278,1.189456, 0.9388,0.6703
1.125397,0.659886,0.935412,0.888005,1.336671, 0.9357,0.6732
1.429894,0.602995,0.935164,1.066460,1.172438, 0.9333,0.6752
0.794880,1.015893,0.850861,1.155292,0.822726, 0.9336,0.6740
1.225132,1.062369,0.944985,1.689977,1.483420, 0.9377,0.6705
0.379761,1.172940,1.149054,1.069875,1.115394, 0.9354,0.6711
1.472143,1.813176,1.138197,0.727243,1.243533, 0.9333,0.6726
1.353653,1.065685,1.338989,0.986149,1.959330, 0.9354,0.6745
0.997716,0.856891,1.334201,0.855765,1.390775, 0.9343,0.6734
1.243129,1.746969,0.566008,1.355026,0.969912, 0.9351,0.6727
1.164758,1.132105,0.773356,1.321463,0.793698, 0.9333,0.6743
1.069228,0.851295,1.215240,1.808695,1.025293, 0.9349,0.6730
0.956236,1.425938,1.016735,0.729160,0.882219, 0.9358,0.6735
1.268300,1.580318,0.747270,0.927911,1.286953, 0.9375,0.6707
0.860319,0.645965,0.589458,0.688985,0.800240, 0.9356,0.6732
1.311521,0.997589,1.133824,0.788260,1.403376, 0.9338,0.6748
1.692949,1.409324,1.440403,1.195134,1.234848, 0.9337,0.6747
1.114139,1.204062,1.024236,1.435158,1.309620, 0.9341,0.6751
1.170372,1.638886,0.990636,1.193689,1.048577, 0.9309,0.6755
0.989863,1.123189,1.197001,1.424184,1.398509, 0.9315,0.6748
1.089913,1.114799,0.748237,1.172394,0.812376, 0.9341,0.6746
1.072599,0.910711,1.190141,0.775835,1.318949, 0.9314,0.6749
1.238887,1.119664,0.777389,0.976340,1.536583, 0.9336,0.6737
0.635366,1.133433,0.844388,1.109858,0.919988, 0.9332,0.6757
0.857500,0.892556,0.938017,1.274699,0.903211, 0.9332,0.6762
1.226546,0.915868,0.853389,1.164913,1.618017, 0.9320,0.6757
1.220296,1.543407,1.050262,0.902169,1.337237, 0.9349,0.6753
1.222812,0.817740,1.349344,1.178604,0.705345, 0.9336,0.6743
