0 , 14427.719262059429,9911.04036029846,11381.766117092384,13795.133897912072,14445.50212896061
1 , 14427.71926206295,10247.982251682928,10111.852844762803,13483.172364728396,14356.503238775975
2 , 14427.719262066576,10879.651881061183,11105.617787983396,13121.073083973986,14271.056544385907
3 , 14427.71926206808,10227.085518629116,10105.101977233702,12767.8616520621,14219.426725953832
4 , 14427.719262069584,10166.529903155602,10942.514207855762,12460.977986385058,14188.012443513071
5 , 14427.71926207282,10477.74423189569,10724.597108822532,12203.346025488941,14163.519595119405
6 , 14427.719262075929,11920.469593765987,10426.40552208289,11982.632437103599,14141.347737967544
7 , 14427.719262079276,11061.897573459477,10903.508094889205,11795.861643569333,14120.433543609957
8 , 14427.719262081715,9936.46047401605,10308.7104288612,11594.614261919702,14100.698405635692
9 , 14427.71926208458,10778.785820813495,11485.052153836115,11389.151817461894,14083.128121473537
10 , 14427.719262087501,12348.267425405773,9746.65923215949,11145.561105499068,14068.444337683377
11 , 14427.719262090312,9819.666035921133,9539.9071367011,10954.35862044652,14056.071166667387
12 , 14427.719262094137,11220.267354612331,9376.490650803204,10835.390958671174,14044.950021621094
13 , 14427.719262094131,11184.05318101836,10266.62399661459,10684.546957606246,14034.321864366064
14 , 14427.719262096978,10725.331623937966,12562.964465852512,10602.507442181599,14023.752423493537
15 , 14427.719262100787,12852.925716732203,11000.454283360024,10517.361018161453,14013.075105187516
16 , 14427.719262103416,11086.634368267058,10796.620040391927,10488.553243535855,14002.101600159296
17 , 14427.71926210624,11060.379862621287,9742.529595961127,10470.416148375,13990.699407251002
18 , 14427.719262109373,10534.651974135397,10908.623640589063,10504.488244080498,13978.823703208513
19 , 14427.719262109767,12276.02900201357,11466.01949796665,10403.551251622204,13966.439734994494
20 , 14427.719262112698,10988.647761366594,10016.848755927851,10240.28922738167,13953.481895117156
21 , 14427.719262117293,10849.55852226347,10040.36762995285,10267.386264878402,13940.017462100832
22 , 14427.719262117993,10370.989198006264,10189.177069585967,10506.688760922276,13925.855767435522
23 , 14427.719262123472,12847.85462354777,11585.75161229804,10378.459405991767,13911.027657831468
24 , 14427.719262125316,14158.315982832968,10577.35733328107,10296.497478503561,13895.486955733728
25 , 14427.719262129389,14426.960551328826,9800.39523716253,10588.59361493527,13879.014142085067
26 , 14427.719262131606,14425.1099986927,10256.75600358207,10304.357561126102,13861.614310798415
27 , 14427.719262133753,13449.792539973745,11298.190856581381,10248.745001615855,13843.15892158841
28 , 14427.719262135346,14399.443228012473,9271.038169772746,10296.086704607167,13823.602299386948
29 , 14427.719262141167,14428.42802846229,11015.706850167018,10281.601608583494,13802.817609582822
30 , 14427.719262141869,14428.444701893794,10084.840486804287,10350.454127138213,13780.811022361862
31 , 14427.719262147437,14428.467080818169,10178.071534187184,10278.921108852552,13757.358311118114
32 , 14427.719262152796,14428.499745308101,10104.061129344822,10258.755311799277,13732.398258231067
33 , 14427.719262154846,14428.566622641258,10174.921528181001,10350.588130592298,13706.191188345621
34 , 14427.719262156044,14428.425623308041,11039.013794295284,10189.823267383894,13678.67862911901
35 , 14427.719262161892,14428.442302581536,10552.248541624045,10304.985105902384,13650.059181067436
36 , 14427.719262166765,14428.463082433562,11052.324812988803,10279.40603097004,13620.220260920816
37 , 14427.719262169285,14428.488679063053,10394.424984554853,10249.795888946372,13589.370882704612
38 , 14427.719262170724,14428.519992095169,9853.577105705555,10420.509677644013,13557.909618937401
39 , 14427.719262177427,14428.5585954074,10277.836188117168,10253.231630278931,13525.612473617837
40 , 14427.71926217833,14428.606489808308,10588.581660242142,10734.624408088781,13492.797297137755
41 , 14427.719262183824,14428.66765242885,11973.702122401006,10565.551533210331,13459.496394120677
42 , 14427.719262186629,14428.747074969066,10363.01524890653,10385.8035033092,13425.4142337797
43 , 14427.719262189737,14428.853331839242,10583.530191682656,10435.209818004174,13391.479240817198
44 , 14427.719262191857,14429.00485956757,9708.67930402471,10499.777053659605,13357.19236131793
45 , 14427.719262194074,14429.231147569099,10598.63569245282,10241.29525013699,13322.227280579
46 , 14427.719262201492,14429.620096012222,11134.384481961708,10100.551859731775,13287.19283167595
47 , 14427.719262206256,14430.423160735245,9860.034983903726,10224.39538881878,13252.075968217336
48 , 14427.719262216937,14433.118443673688,10265.6024994294,10312.982297083186,13216.265247420859
49 , 14427.719262205343,13275.465864246193,10381.782514691316,10308.240410856884,13180.101727866211
50 , 14427.71926221665,13025.969219218574,10714.837836123139,10361.341000827008,13143.739271832723
51 , 14427.719262213037,12098.689549973287,9968.746087208874,10389.806105651589,13106.996408092291
52 , 14427.719262211906,14427.845061004655,9313.271924432396,9913.806402556162,13069.775783625057
53 , 14427.719262216297,14427.844397919795,10215.97371532678,10182.104320074757,13032.085336161927
54 , 14427.719262221215,14427.84379455523,10282.342520447577,9814.254203942915,12994.029406931724
55 , 14427.71926222377,14427.843055239422,9620.258019031999,10256.143615136149,12954.972999368105
56 , 14427.71926223379,14427.842241877046,10265.280873976639,9831.141392950234,12915.243241472432
57 , 14427.719262231409,14427.841520802911,10916.723856029004,9729.22633741147,12874.563210365939
58 , 14427.719262234314,14427.840867656236,9805.982599915664,9931.379556334903,12832.512957935785
59 , 14427.719262247358,14427.840269719381,10965.366341379713,10108.949214228256,12789.163617927992
60 , 14427.71926224653,14427.839767650872,10258.205392595713,9918.785346438817,12744.064595532222
61 , 14427.719262255629,14427.838984964796,10186.28874453242,9998.004264228366,12697.494940875513
62 , 14427.71926226037,14427.838444332274,10532.448561755342,9513.427077226577,12649.96172051978
