0, 14427.719252135345,12879.62882396488,10602.254202361748,14106.865444111929,14382.69526803606
1, 14427.71925213535,10948.388175625687,10774.698442813415,13957.869297153275,14344.118759525527
2, 14427.71925213535,11444.016498570034,9844.969563437968,13640.849032423319,14310.943228997843
3, 14427.719252135352,10242.893928088986,9709.223364614225,13277.696673147522,14278.440795983983
4, 14427.719252135348,10811.517170523814,9715.380175343029,12881.402916691566,14252.64210549843
5, 14427.71925213535,10451.81898770234,11660.9524705115,12464.903302695946,14236.475493841264
6, 14427.71925213535,9849.533531258847,10439.732151567143,12116.721484595308,14228.639776221544
7, 14427.719252135354,10692.164427653504,9777.032713135735,11792.181954917462,14226.84893732404
8, 14427.719252135363,10416.932409287532,12046.284468181808,11593.53527016834,14227.572047229804
9, 14427.719252135354,12074.379615570675,10831.439888996183,11322.342588206875,14228.603507160073
10, 14427.719252135352,10099.869302362387,10506.862130602924,11026.746444440989,14229.396146333998
11, 14427.719252135355,10320.7989486921,9879.277084692298,10807.991417157318,14230.143852520989
12, 14427.719252135359,12557.171387632723,11378.357319539227,10737.198850149049,14230.829327974088
13, 14427.719252135359,10273.93154142873,12302.166675990715,10693.986637549568,14231.293007817072
14, 14427.719252135365,10520.108309850433,10778.281226011788,10488.371204544135,14231.439131084075
15, 14427.71925213536,10012.267414965349,11318.322441233095,10355.46878930855,14231.067996396905
16, 14427.719252135366,10037.474265511833,11210.916008717091,10408.83450510205,14230.046868559812
17, 14427.719252135375,11368.49397011683,9825.341272239342,10258.909424309426,14228.223476016161
18, 14427.71925213537,11251.76307585031,12708.41859061399,10070.742290859525,14225.525442177832
19, 14427.719252135366,10244.71255196394,11870.18360012173,10203.341327371778,14221.960454630253
20, 14427.719252135366,10688.964942629864,11059.14185610181,10355.422522577917,14217.5419891936
21, 14427.719252135374,10573.35838471478,10764.19530130559,9834.619075665694,14212.275288639015
22, 14427.719252135363,14228.280909084544,10422.283522232676,9992.573525762795,14206.248784949223
23, 14427.71925213537,13844.638696782085,10548.34190663946,9977.197362827383,14199.504474740423
24, 14427.719252135375,12515.463947962187,10787.394658048323,10076.570517181663,14192.057685360493
25, 14427.719252135375,10369.925630590846,11897.59232727982,9887.682384654154,14183.962974072507
26, 14427.719252135366,14425.552943041586,9894.333939400689,9588.50872975965,14175.180080494152
27, 14427.719252135375,14359.948434059692,10357.091847381487,10141.224463016542,14165.666073408565
28, 14427.719252135379,14185.956334765957,10230.502467086344,9993.36260492145,14155.333588934025
29, 14427.719252135383,14426.994260615855,9965.621070719768,9827.446306643355,14144.154985678051
30, 14427.719252135379,14060.942171557359,9957.85960179919,9841.520781964682,14132.034652950606
31, 14427.719252135379,14427.634303588222,11683.419987702202,9858.471047512556,14118.834998906686
32, 14427.719252135388,13866.518145929831,13854.572428309908,9644.086281058382,14104.524671005172
33, 14427.719252135386,14427.60581993077,11051.727215003913,10014.869879256063,14089.086652740798
34, 14427.719252135388,14427.58326933594,11625.474276208852,10640.959497299444,14072.457654217964
35, 14427.719252135388,14427.535855137856,10920.998627326499,9422.116393153023,14054.741698027154
36, 14427.719252135394,14427.39547975735,9743.505631197731,9724.596914294965,14036.07659135943
37, 14427.719252135383,14427.354542022389,10005.587419637666,9690.486383281106,14016.521416471125
38, 14427.719252135388,14427.50641722418,9887.208403748644,9576.987009957498,13996.08166540259
39, 14427.719252135388,14425.96606672717,10184.470768747056,9776.249145556725,13974.879995630316
40, 14427.719252135394,14379.3197055816,10415.0280654866,10192.528988421915,13952.70984440763
41, 14427.719252135397,14427.396632655715,11673.984968886341,10499.528850949166,13929.839284494667
42, 14427.719252135395,14427.384478599515,10667.607662275961,10319.140224359882,13905.892759453325
43, 14427.719252135397,13808.797185518273,10019.720291903526,10277.74758511375,13880.899679881531
44, 14427.719252135399,14427.59123027989,11199.640087418456,10420.023425525418,13854.803605051677
45, 14427.719252135394,14427.509032602253,9665.233038067201,9866.578215829,13827.662649943284
46, 14427.719252135406,14290.612676804967,9735.746067478418,10275.634099589504,13799.438384880643
47, 14427.719252135394,14427.59817397966,10721.880405436392,10336.077191998282,13770.367149799773
48, 14427.7192521354,14427.529527782854,10704.278350068606,10178.767813386745,13740.864684714683
49, 14427.719252135397,14386.761001383347,10205.2287641109,9982.71831532063,13711.326730016492
50, 14427.719252135399,14350.716563193366,9960.62334488784,10012.648679741967,13681.95531235603
51, 14427.71925213541,14364.350137992556,9763.276343416755,9997.093005635312,13653.05005231899
52, 14427.719252135408,14427.66644993424,10204.424751573904,10059.315814018326,13624.590536795435
53, 14427.71925213541,14427.6037790076,10198.494387198347,10285.88644979961,13596.620860246961
54, 14427.719252135406,13764.456131051236,10623.020506825073,10027.892780109643,13568.989592132466
55, 14427.71925213541,14426.818753558253,10510.67406518519,10216.271259162548,13541.733716499715
56, 14427.719252135414,12711.992394845112,11585.559945432899,9959.642953224213,13514.645380867845
57, 14427.71925213541,14427.709195388035,10026.877904607676,9880.20512378118,13487.550468619296
58, 14427.71925213541,14427.699516894085,9946.041672475701,9865.269341982304,13460.40588350626
59, 14427.719252135419,14427.67903345807,10315.114266410548,9486.967886999339,13432.758996186622
60, 14427.719252135414,14427.62557066946,10150.091508985268,9845.771635293411,13404.591331474301
61, 14427.719252135419,14426.323775533727,9851.988881180847,9640.904667207584,13375.321851904358
62, 14427.719252135414,14427.732025517815,10885.341701450116,9461.270206996862,13344.824517496518
63, 14427.719252135414,14427.731275473907,10622.360383672078,9769.866229020407,13312.841184444998
64, 14427.719252135414,14427.730539514963,9627.20004571827,10014.669941182914,13279.77098413016
